,notice_date,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
2075,3/30/2018,Plant Layoff,Community Services for the Developmentally Disabled,"452 Delaware Avenue Buffalo, NY 14202",Erie County,(716) 883-8888,Providing services to those Developmental Disabilities.,31,,6/30/2018,Transition of services to Care Coordination Organizations Services,The affected workers are not represented by a union.,Plant Layoff
2076,4/6/2018,Plant Layoff,"Golden Touch Transportation of NY, Inc.","(NYC Airporter Express Bus Services) 45-02 Ditmars Blvd., Suite 1019 Astoria, NY 11105",Queens County,(718) 886-5204 Ext,Transportation services,178,178,7/6/2018,Contract termination,International Union of Journeymen and Allied Trades (IUJAT) Local 726,Plant Layoff
2077,4/9/2018,Plant Layoff,Sterling National Bank - Lefrak City Financial Center,"57-07 Junction Blvd Elmhurst, NY 11373",Queens County,(516) 327-7624,Financial Institution,1,,The,Acquisition of Astoria Bank by Sterling National Bank,The affected workers are not represented by a union.,Plant Layoff
2078,3/30/2018,Plant Layoff,"Baumann & Sons Buses, Inc., ACME Bus Corp., and Brookset Bus Corp.",,Suffolk County,(631) 471-4600,Bus services,7,141,Separations,Loss of contract to provide school bus service for Eastern Suffolk BOCES,"Baumann & Sons Buses, Inc. and ACME Bus Corp. are represented by the Teamsters Local 1205. Brookset Bus Corp. is represented by the International Union of Journey & Allied Trades (IUJAT) Local 726.",Plant Layoff
2079,4/9/2018,Plant Closing,"Pfizer, Inc.","64 Maple Street Rouses Point, NY 12979",Clinton County,(212) 733-2110,Pharmaceuticals (production),1,66,The,Economic,The affected worker is not represented by a union.,Plant Closing
2080,1/17/2018,Plant Closing,Barrier Free Living,"270 East 2nd Street New York, NY 10009",New York County,(212) 677-6668,Transitional Housing program,36,56,4/30/2018,Construction of new facility,The affected workers are not represented by a union.,Plant Closing
2081,3/28/2018,Plant Closing,"Catholic Charities Neighborhood Services, Inc. (NY Rising Community Center)","155-55 Crossbay Blvd Howard Beach, NY 11414",Queens County,(718) 722-6181,DYCD NDA Housing Services Queens,4,4,6/30/2018,Economic - funding for contract ends 6/30/2018,The affected workers are not represented by a union.,Plant Closing
2082,4/3/2018,Plant Closing,"First Student, Inc.","255 Depot Street Pinebush, NY 12566",Orange County,(518) 860-0701,School bus transportation services.,166,166,6/29/2018,Loss of Pinebush School District contract  to Birnie Bus.,Teamsters Local 445,Plant Closing
2083,3/30/2018,Plant Closing,Invictus Preparatory Charter School,"370 Fountain Avenue, 3rd Floor Brooklyn, NY 11208",Kings County,(212) 786-7945,School,45,45,6/30/2018,Economic,The affected  workers are not represented by a union.,Plant Closing
2084,3/27/2018,Plant Closing,Williamsburg Northside Infant & Toddler Center,"70 Havemeyer St. Brooklyn, NY 11211",Kings County,(718) 599-9600 Ext,Daycare facility,26,26,6/30/2018,Economic,The affected workers are not represented by a union.,Plant Closing
2085,3/29/2018,Plant Layoff,People Inc.,"533 10th Street Niagara Falls, NY 14301",Niagara County,(716) 817-7406,"Providing services to those with special needs, their families, and seniors.",9,,6/30/2018,"Transition to a new entity called Person Centered Services Care Coordination Organization, Inc.",The affected workers are not represented by a union.,Plant Layoff
2086,3/29/2018,Plant Layoff,People Inc.,"3332 Walden Avenue Depew, NY 14043",Erie County,(716) 817-7406,"Providing services to those with special needs, their families, and seniors.",54,,6/30/2018,"Transition to a new entity called Person Centered Services Care Coordination Organization, Inc.",The affected workers are not represented by a union.,Plant Layoff
2087,3/29/2018,Plant Layoff,People Inc.,"1860 Buffalo Road Rochester, NY 14624",Monroe County,(716) 817-7406,"Providing services to those with special needs, their families, and seniors.",6,,6/30/2018,"Transition to a new entity called Person Centered Services Care Coordination Organization, Inc.",The affected workers are not represented by a union.,Plant Layoff
2088,3/29/2018,Plant Layoff,People Inc.,"4150 Sowles Road Hamburg, NY 14075",Erie County,(716) 817-7406,"Providing services to those with special needs, their families, and seniors.",11,,6/30/2018,"Transition to a new entity called Person Centered Services Care Coordination Organization, Inc.",The affected workers are not represented by a union.,Plant Layoff
2089,3/29/2018,Plant Layoff,People Inc.,"181 Lincoln Avenue Depew, NY 14043",Erie County,(716) 817-7406,"Providing services to those with special needs, their families, and seniors.",9,,6/30/2018,"Transition to a new entity called Person Centered Services Care Coordination Organization, Inc.",The affected workers are not represented by a union.,Plant Layoff
2090,3/28/2018,Plant Closing,"Catholic Charities Neighborhood Services, Inc. (DYCD NDA Housing Services Brooklyn)","191 Joralemon Street Brooklyn, NY 11201",Kings County,(718) 722-6181,DYCD NDA Housing Services,1,1,6/30/2018,Loss of funding,The affected workers are not represented by a union.,Plant Closing
2091,3/30/2018,Possible Plant Unit Closing,"CAMBA, Inc.","LTW at Brooklyn Academy High School 832 Marcy Avenue Brooklyn, NY 11216",New York County,(718) 287-2600 Ext,Learning to Work programs.,6,34,6/30/2018,Possible contract loss.,The affected workers are not represented by a union.,Possible Plant Unit Closing
2092,3/30/2018,Plant Closing,"Conduent Education Services, LLC","501 Bleecker St. Utica, NY 13501",Oneida County,(915) 775-3069,Education Services,21,183,This,Change in business needs,The affected workers are not represented by a union.,Plant Closing
2093,3/30/2018,Plant Layoff,"Baumann & Sons Buses, Inc., ACME Bus Corp., and Brookset Bus Corp. (Copiague & Coram)",,Suffolk County,(631) 471-4600,Bus services,7,140,Separations,Loss of contract to provide school bus service for Eastern Suffolk BOCES,"Baumann & Sons Buses, Inc. and ACME Bus Corp. are represented by the Teamsters Local 1205. Brookset Bus Corp. is represented by the International Union of Journey & Allied Trades (IUJAT) Local 726.",Plant Layoff
2094,3/29/2018,Plant Unit Closing,Warner Music Inc. (Office),"1633 Broadway New York, NY 10019",New York County,(629) 203-5305,Music Industry,3,3,This,"Relocation of Accounting Operations, Cash Management and Recorded Music Rights Administration departments.",The affected workers are not represented by a union.,Plant Unit Closing
2095,3/30/2018,Plant Layoff,Xylem Inc.,"(Global Financial Shared Services Department) 2881 E Bayard Street Seneca Falls, NY 13148",Seneca County,(914) 323-5731,Developing innovative water solutions through smart technology.,7,138,The,Economic,The affected workers are not represented by a union.,Plant Layoff
2096,3/26/2018,Plant Unit Closing,Catholic Guardian Services,"(Long Island Program for Persons with Developmental Disabilities) 902 Melville Estates Court Melville, NY 11747",Suffolk County,(212) 371-1000 Ext,Programs for persons with development disabilities,99,99,Separations,Transition of services to Care Coordination Organizations Services,The affected workers are not represented by a union.,Plant Unit Closing
2097,3/29/2018,Plant Unit Closing,Heritage Christian Services,"(Service Coordination Department) 275 Kenneth Drive Rochester, NY 14623",Monroe County,(585) 340-2047,Provide care for people with developmental disabilities.,49,49,7/1/2018,Transition of services to Care Coordination Organizations Services,The affected workers are not represented by a union.,Plant Unit Closing
2098,12/15/2017,Plant Closing,Lutheran Augustana Center for Extended Care & Rehabilitation (NYU Langone Health),"5434 Second Avenue Brooklyn, NY 11220",Brooklyn County,(347) 377-4397,Nursing Home,286,286,3/31/2018,Economic,Local 1199 SEIU United Healthcare Workers East and the Federation of Nurses/UFT Local 2,Plant Closing
2099,3/28/2018,Plant Unit Closing,"Catholic Charities Neighborhood Services, Inc.","(Medicaid Services Coordination & HCBS Family Support Program) 91-14 Merrick Blvd, 6th Floor Jamaica, NY 11432",Queens County,(718) 722-6181,Services for people with intellectual and/or developmental disabilites,14,14,6/29/2018,Transfer of program operations to Care Design New York,The affected workers are not represented by a union.,Plant Unit Closing
2100,3/28/2018,Plant Closing,Aptos Inc.,"15 Governor Drive Newburgh, NY 12550",Orange County,(845) 926-4226,Software developers,11,117,This,Economic,The affected workers are not represented by a union.,Plant Closing
2101,3/26/2018,Possible Plant Closing,"Sodexo, Inc. at University Hospital of Brooklyn, SUNY Downstate Medical Center","445 Lenox Road Brooklyn, NY 11203",Kings County,(914) 584-8759,Food Services Operations,108,108,6/30/2018,Contract loss,1199 SEIU,Possible Plant Closing
2102,3/28/2018,Plant Closing,"Pfizer, Inc.","64 Maple Street Rouses Point, NY 12979",Clinton County,(212) 733-2110,Pharmaceuticals (production),7,79,The,Economic,Local 95c ICWU/UFCW,Plant Closing
2103,3/22/2018,Plant Unit Closing,Newsday LLC,"235 Pinelawn Road Melville, NY 11747",Suffolk County,(631) 843-2654,Newspaper print and distribution,4,1423,This,Economic,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters",Plant Unit Closing
2104,8/21/2017,Plant Closing,B&H Foto and Electronics  Corp. (Navy Yard Facility),"63 Flushing Avenue, Bldg. 64 Brooklyn, NY 11205",Kings County,(212) 239-7500,Photo and electronics,215,215,This,Relocation to New Jersey.,United Steelworkers District 4,Plant Closing
2105,12/19/2017,Plant Closing,AVX Corporation (Olean Advanced Products),"1695 Seneca Avenue Olean, NY 14760",Cattaraugus County,(864) 228-8990,Manufacturing ceramic capacitors,60,67,The,Economic,"IBEW Local 1690, Office & Professional Employees International Union (OPEIU)",Plant Closing
2106,3/16/2018,Plant Closing,Freeman Bus Corporation,"1067 Marble Street Watertown, NY 13601",Jefferson County,(315) 788-1900,Transportation Services,28,28,6/22/2018,"Loss of contract to provide transportation services for the Watertown City School District effective June 30, 2018.",The affected workers are not represented by a union.,Plant Closing
2107,3/15/2018,Plant Closing,"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us","8973-95 Bay Parkway Brooklyn, NY 11214",Kings County,(973) 617-5293,"Hobby, Toy and Game Store",108,108,6/13/2018,Economic,The affected workers are not represented by a union.,Plant Closing
2108,3/15/2018,Plant Closing,"Toys ""R"" Us, Inc.,  dba Toys ""R"" Us and/or Babies ""R"" Us","610 Exterior Street Bronx, NY 10451",Bronx County,(973) 617-5293,"Hobby, Toy and Game Store",69,69,6/13/2018,Economic,The affected  workers are not represented by a union.,Plant Closing
2109,3/15/2018,Plant Closing,"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us","300 West Sunrise Highway Valley Stream, NY 11581",Nassau County,(973) 617-5293,"Hobby, Toy and Game Store",70,70,6/13/2018,Economic,The affected  workers are not represented by a union.,Plant Closing
2110,3/15/2018,Plant Closing,,,Nassau County,"(
973) 617-5293","Hobby, Toy and Game Store",70,70,6/13/2018,Economic,The affected workers are not represented by a union.,Plant Closing
2111,3/12/2018,Plant Closing,Friendly Foods LLC dba Cherche Midi,"282 Bowery Street New York, NY 10012",New York County,(212) 925-5340  Ext,Restaurant,46,46,6/11/2018,Economic,The affected  workers are not represented by a union.,Plant Closing
2112,3/13/2018,Plant Closing,Bishop McGann Mercy Diocesan High School,"1225 Ostrander Avenue Riverhead, NY 11901",Suffolk County,(516) 280-4124,School,115,115,6/22/2018,Economic,"Lay Faculty Association, Local 1261",Plant Closing
2113,3/14/2018,Plant Closing,M56 LLC dba Ma Peche,"15 W 56th Street New York, NY 10019",New York County,(212) 228-0031,Restaurant,75,75,6/13/2018,Economic,The affected workers are not represented by a union.,Plant Closing
2114,3/13/2018,Plant Closing,Our Lady of Mercy Regional School,"27685 Main Road Cutchogue, NY 11935",Suffolk County,(516) 280-4124,School,22,22,6/22/2018,Economic,The affected workers are not represented by a union.,Plant Closing
2115,3/13/2018,Plant Closing,St. Isidore School,"515 Marcy Avenue Riverhead, NY 11901",Suffolk County,(516) 280-4124,School,20,20,6/22/2018,Economic,The affected workers are not represented by a union.,Plant Closing
2116,6/28/2017,Plant Closing,Courtyard by Marriott LaGuardia Hotel,"90-10 Grand Central Parkway East Elmhurst, NY11368",Queens County,(718) 308-4803,Hotel,140,140,The,Economic,"New York Hotel & Motel Trades Council, AFL-CIO",Plant Closing
2117,3/16/2018,Plant Closing,Gannett Publishing Services,"10 Gannett Drive Johnson City, NY 13790",Broome County,(856) 486-2591,Commercial Printing,93,93,The,Economic,The affected workers are not represented by a union.,Plant Closing
2118,3/14/2018,Plant Closing,66 W 12th Street,"New York City, NY 10011",New York County,(973) 303-7492,Dining Services,51,51,7/1/2018,Loss of the food service contract on  campus,"UNITE HERE,  Local 100",Plant Closing
2119,3/8/2018,Plant Closing,ResCare (Service Provider for South Bronx Job Corps Academy),"1771 Andrews Ave. Bronx, NY 10453",Bronx County,(502) 694-5756,Provides services and support for Brooklyn and South Bronx Job Corps,109,109,3/31/2018,Transition of service to another provider,The affected workers are not represented by a union.,Plant Closing
2120,3/9/2018,Plant Unit Closing,Newsday LLC,"235 Pinelawn Road Melville, NY 11747",Suffolk County,(631) 843-2654,Newspaper print and distribution,162,1423,This,Economic,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters",Plant Unit Closing
2121,3/12/2018,Plant Closing,"Conduent Education Services, LLC","501 Bleecker St. Utica, NY 13501",Oneida County,(915) 775-3069,Education Services,12,183,6/15/2018,Change in business needs,The affected workers are not represented by a union.,Plant Closing
2122,3/8/2018,Plant Layoff,"Highgate Hotels, LLP","(At Royalton Park Avenue) 420 Park Avenue South New York, NY 10016",New York County,(212) 204-4998,Hotel Services,42,121,6/12/2018,Economic,The affected workers are not represented by a union.,Plant Layoff
